"Id_Establecimiento","Nombre_Establecimiento","Ubigueo_Establecimiento","Codigo_Disa","Disa","Codigo_Red","Red","Codigo_MicroRed","MicroRed","Codigo_Unico","Codigo_Sector","Descripcion_Sector","Departamento","Provincia","Distrito"
158,CAPANAHUA,160508,24,LORETO,10,REQUENA,1,REQUENA,158,7,GOBIERNO REGIONAL,LORETO,REQUENA,SOPLIN
159,SAN PEDRO,160509,24,LORETO,10,REQUENA,1,REQUENA,159,7,GOBIERNO REGIONAL,LORETO,REQUENA,TAPICHE
160,IBERIA,160509,24,LORETO,10,REQUENA,4,SAN MARTIN CAPELO,160,7,GOBIERNO REGIONAL,LORETO,REQUENA,TAPICHE
161,CENTRO DE SALUD I-3 JUANCITO DE SARAYACU,160605,24,LORETO,9,UCAYALI,2,SARAYACU,161,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
162,HOSPITAL II-I  CONTAMANA,160601,24,LORETO,0,NO PERTENECE A NINGUNA RED,0,NO PERTENECE A NINGUNA MICRORED,162,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
163,PUESTO SALUD I-1 SANTA ROSA CHIA TIPISHCA,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,163,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
164,PUESTO DE SALUD I-1 CANAAN,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,164,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
165,PUESTO DE SALUD I-1 PROGRESO DE CONTAMANA,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,165,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
166,HOLANDA,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,166,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
167,PUESTO DE SALUD I -1 TUMBES,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,167,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
168,PUESTO DE SALUD I-1 NUEVO EDEN,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,168,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
169,PUESTO DE SALUD I-1 CHARASMANA,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,169,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
170,PUESTO DE SALUD I-2 INAHUAYA,160602,24,LORETO,9,UCAYALI,1,CONTAMANA,170,7,GOBIERNO REGIONAL,LORETO,UCAYALI,INAHUAYA
171,CENTRO DE SALUD I-3 TIRUNTAN,160603,24,LORETO,9,UCAYALI,3,PADRE MARQUEZ,171,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PADRE MARQUEZ
172,ROHABOYA,160603,24,LORETO,9,UCAYALI,3,PADRE MARQUEZ,172,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PADRE MARQUEZ
173,PAHOYAN,160603,24,LORETO,9,UCAYALI,3,PADRE MARQUEZ,173,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PADRE MARQUEZ
174,PUESTO DE SALUD I-1 MARISCAL CASTILLA DE PADRE MARQUEZ,160603,24,LORETO,9,UCAYALI,3,PADRE MARQUEZ,174,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PADRE MARQUEZ
175,PUESTO DE SALUD I-1 ALFONSO UGARTE,160603,24,LORETO,9,UCAYALI,3,PADRE MARQUEZ,175,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PADRE MARQUEZ
176,CENTRO DE SALUD I-3 PAMPA HERMOZA DE PAMPA HERMOZA,160604,24,LORETO,9,UCAYALI,1,CONTAMANA,176,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PAMPA HERMOSA
177,LA PEDRERA,160605,24,LORETO,9,UCAYALI,2,SARAYACU,177,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
178,MONTE BELLO,160605,24,LORETO,9,UCAYALI,2,SARAYACU,178,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
179,PUESTO DE SALUD I-1 MAHUIZO,160605,24,LORETO,9,UCAYALI,2,SARAYACU,179,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
180,NUEVO DOS DE MAYO,160605,24,LORETO,9,UCAYALI,2,SARAYACU,180,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
181,PUESTO DE SALUD I-1 DOS DE MAYO DE SARAYACU,160605,24,LORETO,9,UCAYALI,2,SARAYACU,181,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
182,CENTRO DE ALUD I-3 TIERRA BLANCA,160605,24,LORETO,9,UCAYALI,2,SARAYACU,182,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
183,PUESTO DE SALUD I-1 HUAÑUNA,160605,24,LORETO,9,UCAYALI,2,SARAYACU,183,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
184,PUESTO DE SALUD I-1 PUERTO ENRIQUE,160605,24,LORETO,9,UCAYALI,2,SARAYACU,184,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
185,CENTRO DE SALUD I-3 ORELLANA,160606,24,LORETO,9,UCAYALI,1,CONTAMANA,185,7,GOBIERNO REGIONAL,LORETO,UCAYALI,VARGAS GUERRA
186,C.S. I-3 SAN GABRIEL DE VARADERO,160202,24,LORETO,11,ALTO AMAZONAS,3,BALSAPUERTO,186,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO
187,C.S.  I-3 BALSAPUERTO,160202,24,LORETO,11,ALTO AMAZONAS,3,BALSAPUERTO,187,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO
188,VISTA ALEGRE DE BALSAPUERTO,160202,24,LORETO,11,ALTO AMAZONAS,3,BALSAPUERTO,188,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO
189,P.S. I-1 NUEVA VIDA,160202,24,LORETO,11,ALTO AMAZONAS,3,BALSAPUERTO,189,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO
190,P.S. I-1 PROGRESO DE BALSAPUERTO,160202,24,LORETO,11,ALTO AMAZONAS,3,BALSAPUERTO,190,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO
191,C.S. I-3 JEBEROS,160205,24,LORETO,11,ALTO AMAZONAS,6,JEBEROS,191,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,JEBEROS
192,P.S. I-1 BELLAVISTA DE JEBEROS,160205,24,LORETO,11,ALTO AMAZONAS,6,JEBEROS,192,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,JEBEROS
193,C.S. LAGUNAS,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,193,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
194,P.S. I-1 PUCACURO DE LAGUNAS,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,194,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
195,P.S. I-1 PUERTO VICTORIA,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,195,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
196,P.S. I-1 ARAHUANTE,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,196,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
197,P.S. I-1 BARRIO CENTRAL,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,197,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
198,CHARUPA,160206,24,LORETO,12,DATEM DEL MARAÑON,2,BARRANCA,198,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
199,P.S. I-1 NUEVO MUNDO,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,199,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
200,P.S. I-1 HUANCAYO,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,200,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
201,P.S. I-1 TAMARATE,160206,24,LORETO,11,ALTO AMAZONAS,5,LAGUNAS,201,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,LAGUNAS
202,C.S. I-3 SANTA CRUZ,160210,24,LORETO,11,ALTO AMAZONAS,4,SANTA CRUZ,202,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,SANTA CRUZ
204,P.S. I-1 ACHUAL TIPISCHA,160210,24,LORETO,11,ALTO AMAZONAS,4,SANTA CRUZ,204,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,SANTA CRUZ
205,P.S. I-1 LAGO NARANJAL,160210,24,LORETO,11,ALTO AMAZONAS,4,SANTA CRUZ,205,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,SANTA CRUZ
206,P.S. I-1 JORGE CHAVEZ,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,206,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
207,P.S. I-1 CUIPARI,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,207,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
208,P.S. I-1 SONAPI,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,208,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
209,C.S. I-3 SHUCUSHYACU,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,209,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
210,HOSPITAL SANTA GEMA DE  YURIMAGUAS,160201,24,LORETO,0,NO PERTENECE A NINGUNA RED,0,NO PERTENECE A NINGUNA MICRORED,210,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
211,C.S. 1-3 CENTRO ESPEC.MATERNO INFAN.AGUAMIRO,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,211,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
212,C.S. PAMPA HERMOZA DE YURIMAGUAS,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,212,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
213,P.S. I-1 PROVIDENCIA DE YURIMAGUAS,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,213,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
214,C.S. I-3 SANTA MARÍA,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,214,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
215,P.S. I-1 NUEVA ERA,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,215,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
216,P.S. I-1 ZAPOTE,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,216,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
217,P.S. I-1 LAGO SANANGO,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,217,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
218,P.S. I-1 ALTO MOHENA,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,218,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
219,P.S. I-1 SAN PEDRO DE ZAPOTE,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,219,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
220,P.S. I-1 JEBERILLOS,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,220,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
221,P.S. I-1 ACHUAL LIMON,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,221,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
222,C.S. I-3 MUNICHIS DE YURIMAGUAS,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,222,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
223,P.S. I-1 VARADERILLO,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,223,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
224,C.S. I-3 LOMA,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,224,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
225,P.S. I-1 TUPAC AMARU DE YURIMAGUAS,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,225,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
226,P.S. I-1 PUERTO PERU,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,226,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
227,COTOYACU,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,227,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
228,C.S. I-3 CARRETERA KM 1.5,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,228,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
229,P.S. I-1 AA.HH. 30 DE AGOSTO KM. 17,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,229,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
230,P.S. I-1 SAN JUAN DE PAMPLONA,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,230,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
231,P.S. I-1 SANTO TOMAS DE YURIMAGUAS,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,231,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
232,GRAU KM.40,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,232,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
233,P.S. I-1 NUEVA ALIANZA,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,233,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
234,P.S. I-1 SAN FRANCISCO PAMPAYACU,160201,24,LORETO,11,ALTO AMAZONAS,1,YURIMAGUAS,234,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,YURIMAGUAS
235,SAN LORENZO - NUCLEO BASE,160701,24,LORETO,12,DATEM DEL MARAÑON,2,BARRANCA,235,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,BARRANCA
236,LIBERTAD DE BARRANCA,160701,24,LORETO,12,DATEM DEL MARAÑON,2,BARRANCA,236,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,BARRANCA
237,INDUSTRIAL,160701,24,LORETO,12,DATEM DEL MARAÑON,2,BARRANCA,237,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,BARRANCA
238,TIGRE PLAYA,160701,24,LORETO,12,DATEM DEL MARAÑON,2,BARRANCA,238,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,BARRANCA
239,BUENA VISTA DE BARRANCA,160701,24,LORETO,12,DATEM DEL MARAÑON,2,BARRANCA,239,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,BARRANCA
240,SANTA MARIA DE CAHUAPANAS,160702,24,LORETO,12,DATEM DEL MARAÑON,6,CAHUAPANAS,240,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
241,BARRANQUITA DE CAHUAPANAS,160702,24,LORETO,12,DATEM DEL MARAÑON,6,CAHUAPANAS,241,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
242,SAN MIGUEL,160702,24,LORETO,12,DATEM DEL MARAÑON,6,CAHUAPANAS,242,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
243,PALMICHE,160702,24,LORETO,12,DATEM DEL MARAÑON,6,CAHUAPANAS,243,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
244,KAUPAN,160702,24,LORETO,12,DATEM DEL MARAÑON,6,CAHUAPANAS,244,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
245,SAN ANTONIO DE CAHUAPANAS,160702,24,LORETO,12,DATEM DEL MARAÑON,6,CAHUAPANAS,245,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,CAHUAPANAS
246,SARAMIRIZA,160703,24,LORETO,12,DATEM DEL MARAÑON,1,MANSERICHE,246,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE
247,BORJA,160703,24,LORETO,12,DATEM DEL MARAÑON,1,MANSERICHE,247,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE
248,FELIX FLORES,160703,24,LORETO,12,DATEM DEL MARAÑON,1,MANSERICHE,248,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE
249,SACHA PAPA,160703,24,LORETO,12,DATEM DEL MARAÑON,1,MANSERICHE,249,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE
250,ATAHUALPA,160703,24,LORETO,12,DATEM DEL MARAÑON,1,MANSERICHE,250,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MANSERICHE
251,PUERTO AMERICA DE MORONA,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,251,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
252,PUERTO ALEGRIA DE MORONA,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,252,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
253,PIJUAYAL,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,253,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
254,CABALLITO,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,254,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
255,SAN JUAN DEL MORONA,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,255,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
256,PANINTZA,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,256,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
257,SHINGUITO,160704,24,LORETO,12,DATEM DEL MARAÑON,4,MORONA,257,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,MORONA
258,NUEVO ANDOAS,160706,24,LORETO,12,DATEM DEL MARAÑON,5,ANDOAS,258,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS
259,ANDOAS VIEJO,160706,24,LORETO,12,DATEM DEL MARAÑON,5,ANDOAS,259,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS
260,ALIANZA CRISTIANA,160706,24,LORETO,12,DATEM DEL MARAÑON,5,ANDOAS,260,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS
261,MUSHACARUSHA,160705,24,LORETO,12,DATEM DEL MARAÑON,3,PASTAZA,261,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,PASTAZA
262,CHUINTAR,160705,24,LORETO,12,DATEM DEL MARAÑON,3,PASTAZA,262,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,PASTAZA
263,SABALOYACU,160706,24,LORETO,12,DATEM DEL MARAÑON,5,ANDOAS,263,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS
264,LOBOYACU,160706,24,LORETO,12,DATEM DEL MARAÑON,5,ANDOAS,264,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS
265,WASHIENTZA,160706,24,LORETO,12,DATEM DEL MARAÑON,5,ANDOAS,265,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,ANDOAS
266,NUEVO PROGRESO - HUITOYACU,160705,24,LORETO,12,DATEM DEL MARAÑON,3,PASTAZA,266,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,PASTAZA
267,NUEVA YARINA,160705,24,LORETO,12,DATEM DEL MARAÑON,3,PASTAZA,267,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,PASTAZA
268,ULLPAYACU,160705,24,LORETO,12,DATEM DEL MARAÑON,3,PASTAZA,268,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,PASTAZA
269,UWIJINT,160705,24,LORETO,12,DATEM DEL MARAÑON,3,PASTAZA,269,7,GOBIERNO REGIONAL,LORETO,DATEM DEL MARAÑON,PASTAZA
270,SAN JOSE DE LUPUNA,160101,24,LORETO,5,MAYNAS CIUDAD,1,IQUITOS NORTE,270,7,GOBIERNO REGIONAL,LORETO,MAYNAS,IQUITOS
271,IPRESS I-2 MASUSA,160108,24,LORETO,5,MAYNAS CIUDAD,4,PUNCHANA,271,7,GOBIERNO REGIONAL,LORETO,MAYNAS,PUNCHANA
272,CENTRO FUERTE,160108,24,LORETO,5,MAYNAS CIUDAD,4,PUNCHANA,272,7,GOBIERNO REGIONAL,LORETO,MAYNAS,PUNCHANA
273,SAN ANTONIO DE PINTUYACU,160102,24,LORETO,5,MAYNAS CIUDAD,1,IQUITOS NORTE,273,7,GOBIERNO REGIONAL,LORETO,MAYNAS,ALTO NANAY
275,ACLAS BELEN DE VILLA BELEN,160112,24,LORETO,5,MAYNAS CIUDAD,3,BELEN,275,7,GOBIERNO REGIONAL,LORETO,MAYNAS,BELEN
276,GALLITO,160101,24,LORETO,5,MAYNAS CIUDAD,3,BELEN,276,7,GOBIERNO REGIONAL,LORETO,MAYNAS,IQUITOS
277,SERAFIN FILOMENO,160103,24,LORETO,6,MAYNAS PERIFERIE,4,TAMSHIYACU,277,7,GOBIERNO REGIONAL,LORETO,MAYNAS,FERNANDO LORES
278,BUENAS LOMAS,160511,24,LORETO,6,MAYNAS PERIFERIE,5,ANGAMOS,278,7,GOBIERNO REGIONAL,LORETO,REQUENA,YAQUERANA
279,HUAMAN URCO,160106,24,LORETO,6,MAYNAS PERIFERIE,3,MAZAN,279,7,GOBIERNO REGIONAL,LORETO,MAYNAS,MAZAN
280,MANGUA DEL MAZAN,160106,24,LORETO,6,MAYNAS PERIFERIE,3,MAZAN,280,7,GOBIERNO REGIONAL,LORETO,MAYNAS,MAZAN
281,SAN FRANCISCO DE BUEN PASO,160106,24,LORETO,6,MAYNAS PERIFERIE,3,MAZAN,281,7,GOBIERNO REGIONAL,LORETO,MAYNAS,MAZAN
282,LIBERTAD - RIO MAZAN,160106,24,LORETO,6,MAYNAS PERIFERIE,3,MAZAN,282,7,GOBIERNO REGIONAL,LORETO,MAYNAS,MAZAN
283,SAN LUIS DE TACSHA CURARAY,160107,24,LORETO,6,MAYNAS PERIFERIE,2,SANTA CLOTILDE,283,7,GOBIERNO REGIONAL,LORETO,MAYNAS,NAPO
284,RUMI TUMI,160107,24,LORETO,6,MAYNAS PERIFERIE,2,SANTA CLOTILDE,284,7,GOBIERNO REGIONAL,LORETO,MAYNAS,NAPO
285,SAN RAFAEL,160107,24,LORETO,6,MAYNAS PERIFERIE,2,SANTA CLOTILDE,285,7,GOBIERNO REGIONAL,LORETO,MAYNAS,NAPO
286,BUENA VISTA DEL NAPO,160107,24,LORETO,6,MAYNAS PERIFERIE,2,SANTA CLOTILDE,286,7,GOBIERNO REGIONAL,LORETO,MAYNAS,NAPO
287,ANGUSILLA,160803,24,LORETO,6,MAYNAS PERIFERIE,1,PUTUMAYO,287,7,GOBIERNO REGIONAL,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO
288,SAN JOSE DE SARAMURO,160305,24,LORETO,8,LORETO,4,MAYPUCO,288,7,GOBIERNO REGIONAL,LORETO,LORETO,URARINAS
289,PIURA,160303,24,LORETO,8,LORETO,5,INTUTO,289,7,GOBIERNO REGIONAL,LORETO,LORETO,TIGRE
290,SAN ANTONIO - BAJO AMAZONAS,160404,24,LORETO,7,RAMON CASTILLA,2,SAN PABLO,290,7,GOBIERNO REGIONAL,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO
291,SANTA ROSA DE RAMON CASTILLA,160403,24,LORETO,7,RAMON CASTILLA,4,ISLANDIA,291,7,GOBIERNO REGIONAL,LORETO,MARISCAL RAMON CASTILLA,YAVARI
292,PUERTO ALEGRIA DE RAMON CASTILLA,160401,24,LORETO,7,RAMON CASTILLA,4,ISLANDIA,292,7,GOBIERNO REGIONAL,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA
293,CAROCURAHUAYTE,160501,24,LORETO,10,REQUENA,1,REQUENA,293,7,GOBIERNO REGIONAL,LORETO,REQUENA,REQUENA
294,PUESTO DE SALUD I-1 SAN PABLO DE SINUYA,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,294,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
295,PUESTO DE SALUD I-1 SANTA ROSA DEL PISQUI,160601,24,LORETO,9,UCAYALI,1,CONTAMANA,295,7,GOBIERNO REGIONAL,LORETO,UCAYALI,CONTAMANA
296,MIGUEL GRAU,160605,24,LORETO,9,UCAYALI,2,SARAYACU,296,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
297,PUESTO DE SALUD I-1 SAMAN,160605,24,LORETO,9,UCAYALI,2,SARAYACU,297,7,GOBIERNO REGIONAL,LORETO,UCAYALI,SARAYACU
298,PUESTO DE SALUD ALTO PERILLO I-1,160604,24,LORETO,9,UCAYALI,1,CONTAMANA,298,7,GOBIERNO REGIONAL,LORETO,UCAYALI,PAMPA HERMOSA
299,P.S. I-1 PARINARI,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,299,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
300,P.S. I-1 LIBERTAD DE CUIPARILLO,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,300,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
301,P.S. I-1 GLORIA,160211,24,LORETO,11,ALTO AMAZONAS,2,TENIENTE CESAR LOPEZ ROJAS,301,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS
302,P.S. I-1 PANAM,160202,24,LORETO,11,ALTO AMAZONAS,3,BALSAPUERTO,302,7,GOBIERNO REGIONAL,LORETO,ALTO AMAZONAS,BALSAPUERTO
