"Codigo_Item","Descripcion_Item"
1202.0,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS EN ARTICULACIÓN DE LA CADERA
1210.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA; NO ESPECIFICADOS DE OTRA FORMA
1212.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA; DESARTICULACIÓN DE LA CADERA
1214.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA; ARTROPLASTÍA TOTAL DE LA CADERA
1215.0,ANESTESIA PARA PROCEDIMIENTOS ABIERTOS CON COMPROMISO DE LA ARTICULACIÓN DE LA CADERA; REVISIÓN DE TODA LA ARTROPLASTÍA TOTAL DE CADERA
1220.0,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR
1230.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR; NO ESPECIFICADOS DE OTRA FORMA
1232.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR; AMPUTACIÓN
1234.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR; RESECCIÓN RADICAL
1250.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DE LA PARTE SUPERIOR DE LA PIERNA"
1260.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS QUE INVOLUCRAN VENAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO EXPLORACIÓN"
1270.0,"ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN; NO ESPECIFICADOS DE OTRA FORMA"
1272.0,"ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN; LIGADURA DE LA ARTERIA FEMORAL"
1274.0,"ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN; EMBOLECTOMÍA DE LA ARTERIA FEMORAL"
1320.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DE LA RODILLA Y/O REGIÓN POPLÍTEA"
1340.0,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL TERCIO INFERIOR DEL FÉMUR
1360.0,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO ABIERTO EN EL TERCIO INFERIOR DEL FÉMUR
1380.0,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA ARTICULACIÓN DE LA RODILLA
1382.0,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS EN LA ARTICULACIÓN DE LA RODILLA
1390.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LOS EXTREMOS SUPERIORES DE LA TIBIA, PERONÉ Y/O RÓTULA"
1392.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO ABIERTO EN LOS EXTREMOS SUPERIORES DE LA TIBIA, PERONÉ Y/O RÓTULA"
1400.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA; NO ESPECIFICADOS DE OTRA FORMA
1402.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA; REEMPLAZO TOTAL DE RODILLA
1404.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA; DESARTICULACIÓN A NIVEL DE LA RODILLA
1420.0,"ANESTESIA PARA TODAS LAS APLICACIONES, REMOCIÓN O CORRECCIÓN DE YESOS QUE INVOLUCRAN LA ARTICULACIÓN DE LA RODILLA"
1430.0,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA RODILLA Y REGIÓN POPLÍTEA; NO ESPECIFICADOS DE OTRA FORMA
1432.0,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA RODILLA Y REGIÓN POPLÍTEA; FÍSTULA ARTERIOVENOSA
1440.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA; NO ESPECIFICADOS DE OTRA FORMA
1442.0,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA; TROMBOENDARTERECTOMÍA POPLÍTEA, CON O SIN PARCHE DE INJERTO"
1444.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA; ESCICIÓN POPLÍTEA E INJERTO O CORRECCIÓN PARA OCLUSIÓN O ANEURISMA
1462.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE"
1464.0,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL TOBILLO
1470.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; NO ESPECIFICADOS DE OTRA FORMA"
1472.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; CORRECCIÓN DE ROTURA DE TENDÓN DE AQUILES, CON O SIN INJERTO"
1474.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; RESECCIÓN DE MÚSCULOS GEMELOS (P. EJ. PROCEDIMIENTO DE STRAYER)"
1480.0,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; NO ESPECIFICADOS DE OTRA FORMA"
1482.0,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; RESECCIÓN RADICAL (INCLUYENDO AMPUTACIÓN POR DEBAJO DE LA RODILLA)"
1484.0,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; OSTEOTOMÍA U OSTEOPLASTÍA DE LA TIBIA Y/O PERONÉ"
1486.0,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA, TOBILLO Y PIE; REEMPLAZO TOTAL DE TOBILLO"
1490.0,"ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO EN LA PARTE INFERIOR DE LA PIERNA"
1500.0,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA PARTE INFERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN; NO ESPECIFICADOS DE OTRA FORMA"
1502.0,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA PARTE INFERIOR DE LA PIERNA, INCLUYENDO INJERTO DE DERIVACIÓN; EMBOLECTOMÍA, DIRECTA O CON CATÉTER"
1520.0,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA PARTE INFERIOR DE LA PIERNA; NO ESPECIFICADOS DE OTRA FORMA
1522.0,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA PARTE INFERIOR DE LA PIERNA; TROMBECTOMÍA VENOSA, DIRECTA O CON CATÉTER"
1610.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA O BOLSAS SINOVIALES DEL HOMBRO Y AXILA"
1620.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO"
1622.0,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL HOMBRO
1630.0,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO; NO ESPECIFICADOS DE OTRA FORMA"
1632.0,ANESTESIA PARA RESECCIÓN RADICAL A NIVEL DE LA REGIÓN DEL HOMBRO Y AXILA
1634.0,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO; DESARTICULACIÓN DEL HOMBRO"
1636.0,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO; AMPUTACIÓN INTERTÓRACOESCAPULAR (CUARTO DELANTERO)"
1638.0,"ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO, ARTICULACIÓN ESTERNOCLAVICULAR, ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO; REEMPLAZO TOTAL DEL HOMBRO"
1650.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA; NO ESPECIFICADOS DE OTRA FORMA
1652.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA; ANEURISMA AXILAR-BRAQUIAL
1654.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA; INJERTO DE DERIVACIÓN
1656.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA; INJERTO DE DERIVACIÓN AXILAR-FEMORAL
1670.0,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN VENAS DEL HOMBRO Y AXILA
1680.0,"ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO DEL HOMBRO; NO ESPECIFICADO DE OTRA FORMA"
1682.0,"ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO DEL HOMBRO; ESPIGA DE HOMBRO"
1710.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO; NO ESPECIFICADOS DE OTRA FORMA"
1712.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO; TENOTOMÍA, DEL CODO AL HOMBRO, A CIELO ABIERTO"
1714.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO; TENOPLASTIA, DEL CODO AL HOMBRO"
1716.0,"ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO; TENODESIS, ROTURA DEL TENDÓN LARGO DEL BÍCEPS"
1730.0,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL HÚMERO Y EL CODO
1732.0,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL CODO
1740.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO; NO ESPECIFICADOS DE OTRA FORMA
1742.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO; OSTEOTOMÍA DEL HÚMERO
1744.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO; CORRECCIÓN DE FALTA DE UNIÓN O UNIÓN DEFECTUOSA DEL HÚMERO
1756.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO; PROCEDIMIENTOS RADICALES
1758.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO; ESCICIÓN DE QUISTE O TUMOR DEL HÚMERO
1760.0,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO; REEMPLAZO TOTAL DEL CODO
1770.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL BRAZO Y CODO; NO ESPECIFICADOS DE OTRA FORMA
1772.0,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL BRAZO Y CODO; EMBOLECTOMÍA
1780.0,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL BRAZO Y CODO; NO ESPECIFICADOS DE OTRA FORMA
1782.0,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL BRAZO Y CODO; FLEBORRAFIA
1810.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS, MÚSCULOS, TENDONES, FASCIA Y BOLSAS SINOVIALES DEL ANTEBRAZO, MUÑECA Y MANO"
1820.0,"ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL RADIO, CÚBITO, MUÑECA O HUESOS DE LA MANO"
1829.0,ANESTESIA PARA PROCEDIMIENTOS DE ARTROSCOPÍA DIAGNÓSTICA EN LA MUÑECA
1830.0,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O DE ARTROSCOPÍA QUIRÚRGICA EN RADIO DISTAL, CÚBITO DISTAL, MUÑECA O HUESOS DE LA MANO; NO ESPECIFICADOS DE OTRA FORMA"
1832.0,"ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O DE ARTROSCOPÍA QUIRÚRGICA EN RADIO DISTAL, CÚBITO DISTAL, MUÑECA O HUESOS DE LA MANO; REEMPLAZO TOTAL DE MUÑECA"
1840.0,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL ANTEBRAZO, MUÑECA Y MANO; NO ESPECIFICADOS DE OTRA FORMA"
1842.0,"ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL ANTEBRAZO, MUÑECA Y MANO; EMBOLECTOMÍA"
1844.0,"ANESTESIA PARA DERIVACIÓN VASCULAR, O PARA REVISIÓN DE DERIVACIÓN, DE CUALQUIER TIPO (P. EJ. DIÁLISIS)"
1850.0,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL ANTEBRAZO, MUÑECA Y MANO; NO ESPECIFICADOS DE OTRA FORMA"
1852.0,"ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL ANTEBRAZO, MUÑECA Y MANO; FLEBORAFIA"
1860.0,"ANESTESIA PARA APLICACIÓN, REMOCIÓN O CORRECCIÓN DE YESO DEL ANTEBRAZO, MUÑECA O MANO"
1905.0,"ANESTESIA PARA MIELOGRAFÍA, DISCOGRAFÍA, VERTEBROPLASTÍA"
1916.0,ANESTESIA PARA ARTERIOGRAFÍA/VENOGRAFÍA DIAGNÓSTICA
1920.0,ANESTESIA PARA CATETERIZACIÓN CARDÍACA INCLUYENDO ARTERIOGRAFÍA CORONARIA Y VENTRICULOGRAFÍA (NO INCLUYE CATÉTER SWAN-GANZ)
1922.0,ANESTESIA PARA IMÁGENES NO INVASIVAS O PARA RADIOTERAPIA
1924.0,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL; SIN OTRA ESPECIFICACIÓN
1925.0,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL; CAROTIDEO O CORONARIO
1926.0,"ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL; INTRACRANEAL, INTRACARDIACO, O AÓRTICO"
1930.0,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL); SIN OTRA ESPECIFICACIÓN
1931.0,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL); CIRCULACIÓN INTRAHEPÁTICA O PORTAL (P. EJ. DERIVACIÓN(ES) TRANSVENOSA INTRAHEPÁTICA PORTOSISTÉ
1932.0,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL); INTRATORÁCICA O YUGULAR
1933.0,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL); INTRACRANEAL
1935.0,ANESTESIA PARA PROCEDIMIENTOS PERCUTÁNEOS GUIADOS CON IMÁGENES EN LA COLUMNA Y MÉDULA ESPINAL; DIAGNÓSTICA
1936.0,ANESTESIA PARA PROCEDIMIENTOS PERCUTÁNEOS GUIADOS CON IMÁGENES EN LA COLUMNA Y MÉDULA ESPINAL; TERAPÉUTICA
1951.0,"ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO, EN CUALQUIER LUGAR, POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA; MENOS DE 4% DE LA SUPERFICIE CORPORAL TOTAL"
1952.0,"ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO, EN CUALQUIER LUGAR, POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA; ENTRE 4% Y 9% DE LA SUPERFICIE CORPORAL TOTAL"
1953.0,"ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO, EN CUALQUIER LUGAR, POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA; CADA 9% ADICIONAL DE LA SUPERFICIE CORPORAL TOTAL O PARTE DE E"
1958.0,ANESTESIA PARA PROCEDIMIENTO DE VERSIÓN CEFÁLICA EXTERNA
1960.0,ANESTESIA PARA PARTO VAGINAL ÚNICAMENTE
1961.0,ANESTESIA PARA PARTO POR CESÁREA ÚNICAMENTE
1962.0,ANESTESIA PARA HISTERECTOMÍA DE URGENCIA DESPUÉS DEL PARTO
1963.0,ANESTESIA PARA HISTERECTOMÍA POR CESÁREA SIN NINGUNA ANALGESIA DE PARTO/O ATENCIÓN DE ANESTESIA
1965.0,ANESTESIA PARA PROCEDIMIENTOS DE ABORTO INCOMPLETO O ABORTO FRUSTRO
1966.0,ANESTESIA PARA PROCEDIMIENTOS DE ABORTO INDUCIDO
1967.0,ANALGESIA/ANESTESIA NEURAXIAL PARA TRABAJO DE PARTO VAGINAL PLANEADO (ESTO INCLUYE CUALQUIER COLOCACIÓN SUBARACNOIDEA REPETIDA DE AGUJA E INYECCIÓN DE DROGAS Y/O CUALQUIER REEMPLAZO NECESARIO DE CATÉTER EPIDURAL DURANTE EL PARTO)
1968.0,ANESTESIA PARA PARTO POR CESÁREA DESPUÉS DE ANALGESIA/ANESTESIA NEURAXIAL PARA TRABAJO DE PARTO (LISTAR EN FORMA SEPARADA EN FORMA ADICIONAL PARA CODIFICAR PARA PROCEDIMIENTOS PRIMARIOS REALIZADOS)
1969.0,ANESTESIA PARA HISTERECTOMÍA POR CESÁREA POSTERIOR A ANALGESIA/ANESTESIA NEURAXIAL PARA TRABAJO DE PARTO (LISTAR EN FORMA SEPARADA EN FORMA ADICIONAL PARA CODIFICAR PARA PROCEDIMIENTOS PRIMARIOS REALIZADOS)
1970.0,ANESTESIA GENERAL INHALATORIA CON INTUBACIÓN
1971.0,ANESTESIA GENERAL INHALATORIA CON MASCARILLA LARÍNGEA
1971.01,ANESTESIA GENERAL INHALATORIA CON MASCARILLA FACIAL
1972.0,ANESTESIA GENERAL INHALATORIA SIN INTUBACIÓN
1973.0,ANESTESIA GENERAL ENDOVENOSA CON MASCARILLA LARÍNGEA
1974.0,ANESTESIA GENERAL ENDOVENOSA CON INTUBACIÓN
1975.0,ANESTESIA GENERAL ENDOVENOSA SIN INTUBACIÓN
1980.0,ANESTESIA EPIDURAL
1980.01,ANESTESIA EPIDURAL CON CATÉTER TUNELIZADO POR HORA
1981.0,ANESTESIA EPIDURAL SIMPLE SIN CATÉTER
1982.0,ANESTESIA EPIDURAL CONTINUA CON CATÉTER
1983.0,ANESTESIA RAQUÍDEA
1984.0,BLOQUEOS REGIONALES
1984.01,BLOQUEOS CENTRALES
1985.0,ANESTESIA LOCAL
1986.0,ANESTESIA COMBINADA
1987.0,EVALUACIÓN PRE ANESTÉSICA
1990.0,SOPORTE FISIOLÓGICO PARA TOMA DE ÓRGANOS DE PACIENTES CON MUERTE CEREBRAL
1991.0,ANESTESIA PARA BLOQUEO DIAGNÓSTICO O TERAPÉUTICO E INYECCIONES (CUANDO EL BLOQUEO O INYECCIÓN SON REALIZADOS POR DIFERENTES PROVEEDORES); DIFERENTES A LA POSICIÓN DE PRONACIÓN
1992.0,ANESTESIA PARA BLOQUEO DIAGNÓSTICO O TERAPÉUTICO E INYECCIONES (CUANDO EL BLOQUEO O INYECCIÓN SON REALIZADOS POR DIFERENTES PROVEEDORES); POSICIÓN DE PRONACIÓN
1995.0,ADMINISTRACIÓN ENDOVENOSA REGIONAL DE AGENTE ANESTÉSICO LOCAL U OTRA MEDICACIÓN EN EXTREMIDAD SUPERIOR O INFERIOR
1996.0,MANEJO HOSPITALARIO DIARIO DE ADMINISTRACIÓN DE FÁRMACOS A TRAVÉS DE CATÉTER EPIDURAL O SUBARACNOIDEO
1998.0,ANESTESIA GENERAL ENDOVENOSA PARA REALIZAR PROCEDIMIENTOS FUERA DE SALA DE OPERACIONES
1999.0,"PROCEDIMIENTOS DE ANESTESIA/ANALGESIA QUE NO APARECEN EN LA LISTA. EJEMPLO: HIPNOSIS DE MEDICAMENTOS, HIPNOSIS Y ANALGESIA DE MEDICAMENTOS, TERAPIA DEL DOLOR (SEGUIMIENTO)"
10021.0,ASPIRACIÓN EN PIEL CON AGUJA FINA; SIN GUÍA DE IMÁGENES
10022.0,ASPIRACIÓN EN PIEL CON AGUJA FINA; CON GUÍA DE IMÁGENES
10030.0,"DRENAJE DE COLECCIÓN LÍQUIDA MEDIANTE CATÉTER GUIADO POR IMÁGENES (P. EJ. ABSCESO, HEMATOMA, SEROMA, LINFOCELE, QUISTE) EN TEJIDO BLANDO (P. EJ. EXTREMIDAD, PARED ABDOMINAL, CUELLO), POR VÍA PERCUTÁNEA"
10040.0,"CIRUGÍA DEL ACNÉ (P. EJ. MARSUPIALIZACIÓN, APERTURA O REMOCIÓN DE MÚLTIPLES PUNTOS NEGROS, COMEDONES, QUISTES, PÚSTULAS)"
10060.0,INCISION Y DRENAJE
10061.0,"INCISIÓN Y DRENAJE DE ABSCESOS COMPLICADOS O MÚLTIPLES (P. EJ. CARBUNCO, HIDRADENITIS SUPURATIVA, ABSCESO CUTÁNEO O SUBCUTÁNEO, QUISTE, FORÚNCULO O PARONIQUIA)"
10080.0,RESECCIÓN DE QUISTE PILONIDAL SIMPLE
10081.0,INCISIÓN Y DRENAJE DE QUISTE PILONIDAL COMPLICADO
10120.0,EXTRACCION DE CUERPO EXTRANO
10121.0,INCISIÓN Y RETIRO COMPLICADO DE CUERPO EXTRAÑO DE TEJIDO SUBCUTÁNEO
10140.0,"INCISIÓN Y DRENAJE DE HEMATOMA, SEROMA O COLECCIONES DE FLUIDOS"
10160.0,"PUNCION ASPIRATIVA DE ABSCESO, HEMATOMA, QUISTE"
10180.0,INCISIÓN Y DRENAJE HERIDA POSTOPERATORIA COMPLEJA
10781.0,CANALIZACION DE VIA PERIFERICA
11000.0,DESBRIDAMIENTO DE ECCEMA O INFECCION DE LA PIEL
11001.0,"DEBRIDAMIENTO DE PIEL INFECTADA O ECZEMAS EXTENSOS, CADA 10% ADICIONAL DE SUPERFICIE CORPORAL. (REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO PRIMARIO)"
11004.0,"DESBRIDAMIENTO DE LA PIEL, DEL TEJIDO SUBCUTÁNEO, DEL MÚSCULO Y DE LA FASCIA DEBIDO A INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS A NIVEL DE ÓRGANOS GENITALES EXTERNOS Y PERINEO"
11005.0,"DESBRIDAMIENTO DE LA PIEL, DEL TEJIDO SUBCUTÁNEO, DEL MÚSCULO Y DE LA FASCIA DEBIDO A INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS DE PARED ABDOMINAL CON O SIN CIERRE DE FASCIA"
11006.0,"DESBRIDAMIENTO DE LA PIEL, DEL TEJIDO SUBCUTÁNEO, DEL MÚSCULO Y DE LA FASCIA DEBIDO A INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS DE PERINEO Y PARED ABDOMINAL CON O SIN CIERRE DE FASCIA"
11008.0,RETIRO DE MATERIAL PROSTÉSICO O MALLA DE LA PARED ABDOMINAL DEBIDO A INFECCIÓN (P. EJ. INFECCIÓN RECURRENTE CRÓNICA DE MALLA O INFECCIÓN NECROTIZANTE DE TEJIDOS BLANDOS) REGISTRAR POR SEPARADO ADICIONALMENTE AL CÓDIGO DEL PROCEDIMIENTO PRIMARIO)
