"Codigo","Nombre"
"01360",Anestesia para todos los procedimientos a cielo abierto en el tercio inferior del fémur
"01380",Anestesia para todos los procedimientos a cielo cerrado en la articulación de la rodilla
"01382",Anestesia para procedimientos artroscópicos en la articulación de la rodilla
"01390","Anestesia para todos los procedimientos a cielo cerrado en los extremos superiores de la tibia, peroné y/o rótula"
"01392","Anestesia para todos los procedimientos a cielo abierto en los extremos superiores de la tibia, peroné y/o rótula"
"01400",Anestesia para procedimientos a cielo abierto en la articulación de la rodilla; no especificados de otra forma
"01402",Anestesia para procedimientos a cielo abierto en la articulación de la rodilla; reemplazo total de rodilla
"01404",Anestesia para procedimientos a cielo abierto en la articulación de la rodilla; desarticulación a nivel de la rodilla
"01420","Anestesia para todas las aplicaciones, remoción o corrección de yesos que involucran la articulación de la rodilla"
"01430",Anestesia para procedimientos en venas de la rodilla y región poplítea; no especificados de otra forma
"01432",Anestesia para procedimientos en venas de la rodilla y región poplítea; fístula arteriovenosa
"01440",Anestesia para procedimientos en arterias de la rodilla o región poplítea; no especificados de otra forma
"01442","Anestesia para procedimientos en arterias de la rodilla o región poplítea; tromboendarterectomía poplítea, con o sin parche de injerto"
"01444",Anestesia para procedimientos en arterias de la rodilla o región poplítea; escisión poplítea e injerto o corrección para oclusión o aneurisma
"01462","Anestesia para todos los procedimientos a cielo cerrado en la parte inferior de la pierna, tobillo y pie"
"01464",Anestesia para procedimientos artroscópicos de la articulación del tobillo
"01470","Anestesia para procedimientos en nervios, músculos, tendones y fascia de la parte inferior de la pierna, tobillo y pie; no especificados de otra forma"
"01472","Anestesia para procedimientos en nervios, músculos, tendones y fascia de la parte inferior de la pierna, tobillo y pie; corrección de rotura de tendón de Aquiles, con o sin injerto"
"01474","Anestesia para procedimientos en nervios, músculos, tendones y fascia de la parte inferior de la pierna, tobillo y pie; resección de músculos gemelos (p ej procedimiento de Strayer)"
"01480","Anestesia para procedimientos a cielo abierto en huesos de la parte inferior de la pierna, tobillo y pie; no especificados de otra forma"
"01482","Anestesia para procedimientos a cielo abierto en huesos de la parte inferior de la pierna, tobillo y pie; resección radical (incluyendo amputación por debajo de la rodilla)"
"01484","Anestesia para procedimientos a cielo abierto en huesos de la parte inferior de la pierna, tobillo y pie; osteotomía u osteoplastía de la tibia y/o peroné"
"01486","Anestesia para procedimientos a cielo abierto en huesos de la parte inferior de la pierna, tobillo y pie; reemplazo total de tobillo"
"01490","Anestesia para aplicación, remoción o corrección de yeso en la parte inferior de la pierna"
"01500","Anestesia para procedimientos en arterias de la parte inferior de la pierna, incluyendo injerto de derivación; no especificados de otra forma"
"01502","Anestesia para procedimientos en arterias de la parte inferior de la pierna, incluyendo injerto de derivación; embolectomía, directa o con catéter"
"01520",Anestesia para procedimientos en venas de la parte inferior de la pierna; no especificados de otra forma
"01522","Anestesia para procedimientos en venas de la parte inferior de la pierna; trombectomía venosa, directa o con catéter"
"01610","Anestesia para todos los procedimientos en nervios, músculos, tendones, fascia o bolsas sinoviales del hombro y axila"
"01620","Anestesia para todos los procedimientos a cielo cerrado en la cabeza y cuello del húmero, articulación esternoclavicular, articulación acromioclavicular y articulación del hombro"
"01622",Anestesia para procedimientos artroscópicos de la articulación del hombro
"01630","Anestesia para procedimientos artroscópicos quirúrgicos o cielo abierto en la cabeza y cuello del húmero, articulación esternoclavicular, articulación acromioclavicular y articulación del hombro; no especificados de otra forma"
"01632",Anestesia para resección radical a nivel de la región del hombro y axila
"01634","Anestesia para procedimientos artroscópicos quirúrgicos o cielo abierto en la cabeza y cuello del húmero, articulación esternoclavicular, articulación acromioclavicular y articulación del hombro; desarticulación del hombro"
"01636","Anestesia para procedimientos artroscópicos quirúrgicos o cielo abierto en la cabeza y cuello del húmero, articulación esternoclavicular, articulación acromioclavicular y articulación del hombro; amputación intertoracoescapular (cuarto delantero)"
"01650",Anestesia para procedimientos en arterias del hombro y axila; no especificados de otra forma
"01652",Anestesia para procedimientos en arterias del hombro y axila; aneurisma axilar-braquial
"01654",Anestesia para procedimientos en arterias del hombro y axila; injerto de derivación
"01656",Anestesia para procedimientos en arterias del hombro y axila; injerto de derivación axilar-femoral
"01670",Anestesia para todos los procedimientos en venas del hombro y axila
"01638","Anestesia para procedimientos artroscópicos quirúrgicos o cielo abierto en la cabeza y cuello del húmero, articulación esternoclavicular, articulación acromioclavicular y articulación del hombro; reemplazo total del hombro"
"01680","Anestesia para aplicación, remoción o corrección de yeso del hombro; no especificado de otra forma"
"01682","Anestesia para aplicación, remoción o corrección de yeso del hombro; espiga de hombro"
"01710","Anestesia para procedimientos en nervios, músculos, tendones, fascia y bolsas sinoviales del brazo y codo; no especificados de otra forma"
"01712","Anestesia para procedimientos en nervios, músculos, tendones, fascia y bolsas sinoviales del brazo y codo; tenotomía, del codo al hombro, a cielo abierto"
"01714","Anestesia para procedimientos en nervios, músculos, tendones, fascia y bolsas sinoviales del brazo y codo; tenoplastia, del codo al hombro"
"01716","Anestesia para procedimientos en nervios, músculos, tendones, fascia y bolsas sinoviales del brazo y codo; tenodesis, rotura del tendón largo del bíceps"
"01730",Anestesia para todos los procedimientos a cielo cerrado en el húmero y el codo
"01732",Anestesia para procedimientos artroscópicos de la articulación del codo
"01740",Anestesia para procedimientos a cielo abierto o artroscópicos quirúrgicos en el húmero y codo; no especificados de otra forma
"01742",Anestesia para procedimientos a cielo abierto o artroscópicos quirúrgicos en el húmero y codo; osteotomía del húmero
"01744",Anestesia para procedimientos a cielo abierto o artroscópicos quirúrgicos en el húmero y codo; corrección de falta de unión o unión defectuosa del húmero
"01756",Anestesia para procedimientos a cielo abierto o artroscópicos quirúrgicos en el húmero y codo; procedimientos radicales
"01758",Anestesia para procedimientos a cielo abierto o artroscópicos quirúrgicos en el húmero y codo; escisión de quiste o tumor del húmero
"01760",Anestesia para procedimientos a cielo abierto o artroscópicos quirúrgicos en el húmero y codo; reemplazo total del codo
"01770",Anestesia para procedimientos en arterias del brazo y codo; no especificados de otra forma
"01772",Anestesia para procedimientos en arterias del brazo y codo; embolectomía
"01780",Anestesia para procedimientos en venas del brazo y codo; no especificados de otra forma
"01782",Anestesia para procedimientos en venas del brazo y codo; fleborrafia
"01810","Anestesia para todos los procedimientos en nervios, músculos, tendones, fascia y bolsas sinoviales del antebrazo, muñeca y mano"
"01820","Anestesia para todos los procedimientos a cielo cerrado en el radio, cúbito, muñeca o huesos de la mano"
"01829",Anestesia para procedimientos de artroscopía diagnóstica en la muñeca
"01830","Anestesia para procedimientos a cielo abierto o de artroscopía quirúrgica en radio distal, cúbito distal, muñeca o huesos de la mano; no especificados de otra forma"
"01832","Anestesia para procedimientos a cielo abierto o de artroscopía quirúrgica en radio distal, cúbito distal, muñeca o huesos de la mano; reemplazo total de muñeca"
"01840","Anestesia para procedimientos en arterias del antebrazo, muñeca y mano; no especificados de otra forma"
"01842","Anestesia para procedimientos en arterias del antebrazo, muñeca y mano; embolectomía"
"01844","Anestesia para derivación vascular o para revisión de derivación, de cualquier tipo (p ej diálisis)"
"01850","Anestesia para procedimientos en venas del antebrazo, muñeca y mano; no especificados de otra forma"
"01852","Anestesia para procedimientos en venas del antebrazo, muñeca y mano; fleborrafia"
"01860","Anestesia para aplicación, remoción o corrección de yeso del antebrazo, muñeca o mano"
"01905","Anestesia para mielografía, discografía, vertebroplastía"
"01916",Anestesia para arteriografía/venografía diagnóstica
"01920",Anestesia para catéterizacion cardíaca incluyendo arteriografía coronaria y ventriculografía (no incluye catéter Swan-Ganz)
"01922",Anestesia para imágenes no invasivas o para radioterapia
"01924",Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema arterial; sin otra especificación
"01925",Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema arterial; carotideo o coronario
"01926","Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema arterial; intracraneal, intracardiaco o aórtico"
"01930",Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema venoso/linfático (no incluye acceso a la circulación central); sin otra especificación
"01931",Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema venoso/linfático (no incluye acceso a la circulación central); circulación intrahepática o portal (p ej derivación(es) transvenosa intrahepática portosistémica(s) [TIPS])
"01932",Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema venoso/linfático (no incluye acceso a la circulación central); intratorácica o yugular
"01933",Anestesia para procedimientos de radiología intervencionista terapéutica que involucra el sistema venoso/linfático (no incluye acceso a la circulación central); intracraneal
"01935",Anestesia para procedimientos percutáneos guiados con imágenes en la columna y médula espinal; diagnóstica
"01936",Anestesia para procedimientos percutáneos guiados con imágenes en la columna y médula espinal; terapéutica
"01951","Anestesia para escisión o debridación de quemaduras de segundo y tercer grado con o sin injerto, en cualquier lugar, por superficie corporal total (SCT) tratado durante la anestesia o cirugía; menos de 4% de la superficie corporal total"
"01952","Anestesia para escisión o debridación de quemaduras de segundo y tercer grado con o sin injerto, en cualquier lugar, por superficie corporal total (SCT) tratado durante la anestesia o cirugía; entre 4% y 9% de la superficie corporal total"
"01953","Anestesia para escisión o debridación de quemaduras de segundo y tercer grado con o sin injerto, en cualquier lugar, por superficie corporal total (SCT) tratado durante la anestesia o cirugía; cada 9% adicional de la superficie corporal total o parte de esto (listar en forma separada en forma adicional para codificar para procedimientos primarios)"
